id,region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,VIN,drive,size,type,paint_color,state
7315756261,madison,25990,2014,chevrolet,silverado 1500 regular,good,8 cylinders,other,82140,clean,automatic,1GCNKREC1EZ373672,4wd,,pickup,black,wi
7315756221,madison,35590,2018,gmc,sierra 1500 double cab sle,good,,other,19458,clean,other,1GTV2MEH7JZ364418,4wd,,pickup,black,wi
7315741320,madison,11000,2015,hyundai,elantra sport,excellent,4 cylinders,gas,83000,clean,manual,KMHDH4AH5FU349156,fwd,,sedan,white,wi
7315716254,madison,4900,2006,honda,civic coupe dx,good,,gas,100550,clean,manual,,,,,,wi
7315683189,madison,14500,2014,,Mobility MV-1,excellent,,gas,17500,clean,automatic,,,,,,wi
7315679289,madison,14500,2008,ford,e250 van,excellent,,gas,100000,clean,automatic,,,,,,wi
7315677534,madison,13500,2004,ford,f150 heritage,excellent,,gas,98000,clean,automatic,,,,,,wi
7315676047,madison,15500,2015,dodge,charger,excellent,,gas,125000,clean,automatic,,,,,,wi
7315674980,madison,12900,2014,chevrolet,tahoe,excellent,,gas,115000,clean,automatic,,,,,,wi
7315599788,madison,10995,2016,dodge,grand caravan se,,,gas,113757,clean,automatic,,,,,,wi
7315599519,madison,17995,2018,subaru,outback,,,gas,92780,clean,automatic,4S4BSACC9J3298672,4wd,,,,wi
7315598472,madison,29995,2018,chevrolet,silverado 2500hd,,,gas,101135,clean,automatic,1GC2KUEGXJZ212188,4wd,,,,wi
7315598427,madison,10995,2016,dodge,journey crossroad plus,,,gas,123578,clean,automatic,3C4PDCGG8GT185421,fwd,,,,wi
7315598388,madison,23995,2011,chevrolet,silverado 2500hd,,,gas,90890,clean,automatic,,4wd,,,,wi
7315598349,madison,16995,2016,subaru,outback,,,gas,87040,clean,automatic,4S4BSBCC7G3272389,4wd,,,,wi
7315598310,madison,22995,2015,ford,f150 supercrew cab,excellent,8 cylinders,gas,122075,clean,automatic,1FTEW1EF1FKE72051,4wd,,,,wi
7315598280,madison,11995,2015,volkswagen,passat tdi,,,diesel,82790,clean,automatic,1VWBV7A35FC043927,,,,,wi
7315598245,madison,13995,2017,volvo,xc90,,,gas,99996,clean,automatic,YV440MDJ0H2084085,fwd,,,,wi
7315598181,madison,10995,2006,lexus,rx 350,,6 cylinders,gas,92185,clean,automatic,2T2GA31U56C046190,,,,,wi
7315593825,madison,8000,2013,hyundai,elantra gt hatchback-4d,excellent,4 cylinders,gas,91500,clean,manual,,fwd,mid-size,hatchback,black,wi
7315583279,madison,10000,1995,,SL600,good,12 cylinders,gas,110000,clean,automatic,,fwd,,,silver,wi
7315576639,madison,4300,2005,toyota,prius hybrid,excellent,4 cylinders,hybrid,153000,clean,automatic,,fwd,full-size,hatchback,silver,wi
7315576289,madison,3900,2004,volvo,s80 2.5t,excellent,5 cylinders,gas,138000,clean,automatic,,fwd,full-size,sedan,grey,wi
7315561850,madison,2500,2003,mitsubishi,montero,good,6 cylinders,gas,140000,clean,automatic,,4wd,,SUV,red,wi
7315513916,madison,15000,2013,gmc,yukon,excellent,8 cylinders,gas,181000,lien,manual,,4wd,full-size,SUV,brown,wi
7315508401,madison,14800,2009,toyota,tacoma sr5,good,4 cylinders,gas,58913,clean,automatic,,rwd,compact,pickup,brown,wi
7315506609,madison,16980,2010,ford,f150,excellent,8 cylinders,gas,38165,clean,automatic,,rwd,,,white,wi
7315491512,madison,19999,2018,bmw,330xi,excellent,4 cylinders,gas,11970,clean,automatic,,4wd,,,,wi
7315490929,madison,4150,2005,toyota,4runner limited,good,8 cylinders,gas,298800,clean,automatic,JTEBT17R550046596,4wd,full-size,SUV,white,wi
7315487493,madison,14500,2009,gmc,yukon hybrid,excellent,8 cylinders,hybrid,151000,clean,automatic,1GKFK13599R160134,4wd,full-size,SUV,black,wi
7315479312,madison,12500,2005,mercedes-benz,benz c55 amg,excellent,8 cylinders,gas,73000,clean,automatic,,rwd,mid-size,sedan,silver,wi
7315475652,madison,58990,2017,chevrolet,silverado 2500,,8 cylinders,diesel,37784,clean,automatic,1GC1KWEY2HF228493,4wd,,pickup,red,wi
7315475576,madison,14999,2017,nissan,altima,,4 cylinders,gas,52884,clean,automatic,1N4AL3AP3HC232679,fwd,,sedan,custom,wi
7315475528,madison,26500,2017,nissan,pathfinder,,6 cylinders,gas,47135,clean,automatic,5N1DR2MM9HC698212,4wd,,SUV,black,wi
7315475492,madison,17500,2019,chevrolet,cruze,,4 cylinders,gas,23245,clean,automatic,1G1BE5SM8K7129355,fwd,,sedan,silver,wi
7315475449,madison,22500,2018,toyota,camry,,4 cylinders,gas,29526,clean,automatic,4T1B11HK6JU024701,fwd,,sedan,silver,wi
7315475408,madison,45990,2017,ford,f150 supercrew cab,,6 cylinders,gas,30613,clean,automatic,1FTFW1EG6HFC40473,4wd,,pickup,black,wi
7315475359,madison,15888,2017,mazda,mazda3,,4 cylinders,gas,19018,clean,automatic,3MZBN1U79HM155692,fwd,,sedan,silver,wi
7315475289,madison,22500,2018,toyota,camry,,4 cylinders,gas,34350,clean,automatic,4T1B11HK3JU035560,fwd,,sedan,blue,wi
7315475236,madison,36500,2019,ford,ranger supercrew,,4 cylinders,gas,25459,clean,automatic,1FTER4FH1KLA04138,4wd,,pickup,white,wi
7315475154,madison,37500,2019,chevrolet,silverado 1500,,8 cylinders,gas,19516,clean,automatic,2GCVKMECXK1165569,4wd,,pickup,black,wi
7315475102,madison,63998,2017,ford,f250 super duty crew cab,,8 cylinders,diesel,39975,clean,automatic,1FT7W2BT6HEE60021,4wd,,pickup,black,wi
7315475065,madison,42998,2016,ford,f250 super duty crew cab,,8 cylinders,other,79550,clean,automatic,1FT7W2B61GEA86667,4wd,,pickup,red,wi
7315475040,madison,16666,2016,chevrolet,impala,,4 cylinders,gas,45544,clean,automatic,2G11X5SA5G9194729,fwd,,sedan,silver,wi
7315474984,madison,14600,2014,ford,escape,,4 cylinders,gas,85914,clean,automatic,1FMCU0GX1EUA29961,,,SUV,white,wi
7315474938,madison,23500,2017,jeep,cherokee,,4 cylinders,gas,30358,clean,automatic,1C4PJMBB7HW636635,4wd,,SUV,red,wi
7315474893,madison,17999,2016,jeep,renegade,,4 cylinders,gas,47530,clean,manual,ZACCJBBT8GPC44139,4wd,,SUV,red,wi
7315474814,madison,33777,2015,jeep,wrangler,,6 cylinders,gas,18509,clean,manual,1C4BJWEG8FL639300,4wd,,SUV,yellow,wi
7315474762,madison,41900,2017,jeep,wrangler unlimited,,6 cylinders,gas,24058,clean,automatic,1C4BJWDG6HL641695,4wd,,SUV,white,wi
7315474677,madison,13999,2015,nissan,altima,,4 cylinders,gas,72297,clean,automatic,1N4AL3AP2FC105953,fwd,,sedan,,wi
7315474507,madison,24999,2016,lexus,nx,,4 cylinders,gas,57995,clean,automatic,JTJBARBZ1G2089286,,,SUV,,wi
7315474465,madison,19500,2018,subaru,forester,,4 cylinders,gas,88634,clean,automatic,JF2SJAGC6JH481811,,,SUV,black,wi
7315474403,madison,17760,2017,subaru,forester,,4 cylinders,gas,86523,clean,automatic,JF2SJAGC5HH567072,,,SUV,silver,wi
7315474352,madison,39900,2017,chevrolet,silverado 1500,,8 cylinders,gas,33850,clean,automatic,1GCUKREC3HF240493,4wd,,pickup,red,wi
7315474311,madison,48500,2019,ram,1500 crew cab,,8 cylinders,gas,14312,clean,automatic,1C6SRFFT8KN555780,4wd,,pickup,red,wi
7315474271,madison,14999,2017,nissan,sentra,,4 cylinders,gas,27248,clean,automatic,3N1AB7AP1HY306261,fwd,,sedan,custom,wi
7315474191,madison,13800,2018,chevrolet,cruze,,4 cylinders,gas,85394,clean,automatic,1G1BE5SM3J7114048,fwd,,sedan,red,wi
7315474147,madison,13666,2013,chevrolet,volt,,,electric,53903,clean,other,1G1RA6E48DU130912,fwd,,sedan,,wi
7315474102,madison,18999,2018,toyota,camry,,4 cylinders,gas,35517,clean,automatic,4T1B11HK2JU010407,fwd,,sedan,,wi
7315474064,madison,33500,2017,ford,explorer,,6 cylinders,gas,31222,clean,automatic,1FM5K8D83HGA25004,4wd,,SUV,,wi
7315474022,madison,56900,2020,ford,f150 supercrew cab,,6 cylinders,gas,687,clean,automatic,1FTEW1E48LKD98069,4wd,,pickup,black,wi
7315473943,madison,46999,2019,ford,f150 supercrew cab,,6 cylinders,gas,56029,clean,automatic,1FTEW1EP1KFD05748,4wd,,pickup,black,wi
7315473900,madison,21900,2018,subaru,forester,,4 cylinders,gas,37292,clean,automatic,JF2SJABCXJH408951,,,SUV,black,wi
7315471355,madison,4350,2000,nissan,maxima se,excellent,6 cylinders,gas,83121,clean,automatic,,fwd,full-size,,black,wi
7315460817,madison,19500,2016,subaru,forester,excellent,4 cylinders,gas,39990,clean,automatic,,4wd,full-size,SUV,white,wi
7315460751,madison,2150,2006,hyundai,elantra se,good,4 cylinders,gas,160000,clean,automatic,,,,,,wi
7315460496,madison,1000,2003,ford,f150,,6 cylinders,gas,130000,clean,automatic,,rwd,,,,wi
7315458272,madison,6500,1987,chevrolet,corvette convertible,excellent,8 cylinders,gas,126000,clean,automatic,,rwd,,convertible,,wi
7315444846,madison,34590,2017,toyota,tacoma access cab trd,good,6 cylinders,gas,20097,clean,other,5TFSZ5AN7HX071849,4wd,,pickup,,wi
7315444735,madison,34990,2010,chevrolet,corvette coupe 2d,good,8 cylinders,gas,19502,clean,other,1G1YF2DW0A5100804,rwd,,coupe,blue,wi
7315444613,madison,25990,2014,gmc,sierra 1500 regular cab,good,6 cylinders,gas,15575,clean,other,1GTN1TEH5EZ273019,,,pickup,brown,wi
7315438882,madison,34990,2016,gmc,canyon crew cab sle pickup,good,6 cylinders,gas,34425,clean,other,1GTG6CE36G1115577,4wd,,pickup,red,wi
7315435964,madison,10328,2011,bmw,328xi,good,6 cylinders,gas,96500,clean,automatic,,,,sedan,black,wi
7315434442,madison,4400,2008,buick,lucerne,good,6 cylinders,gas,170000,clean,automatic,,fwd,full-size,sedan,red,wi
7315428130,madison,37900,2015,bmw,m4,good,6 cylinders,gas,75714,clean,automatic,WBS3R9C51FK329956,rwd,mid-size,coupe,white,wi
7315407338,madison,5200,2013,chevrolet,equinox,good,4 cylinders,gas,172000,clean,automatic,,,,,,wi
7315398335,madison,2850,1996,chevrolet,cavalier ls,good,4 cylinders,gas,140000,clean,automatic,,fwd,compact,convertible,red,wi
7315393347,madison,14200,2017,ford,c-max energi,excellent,4 cylinders,hybrid,51000,clean,automatic,,fwd,compact,SUV,grey,wi
7315390397,madison,1000,2002,jeep,grand cherokee,good,,gas,167000,clean,automatic,,4wd,,,white,wi
7315365944,madison,3000,2002,honda,accord,good,6 cylinders,gas,178579,clean,automatic,,,mid-size,sedan,silver,wi
7315339631,madison,18975,2016,jeep,renegade latitude,,4 cylinders,gas,33753,clean,automatic,ZACCJABT5GPD14917,fwd,,wagon,black,wi
7315334408,madison,9994,2012,dodge,grand caravan sxt,excellent,6 cylinders,gas,90159,clean,automatic,2C4RDGCG2CR389022,fwd,,,,wi
7315333597,madison,9000,1989,,89 suburban 1500,excellent,8 cylinders,gas,98000,clean,automatic,,4wd,full-size,truck,blue,wi
7315332096,madison,6250,2012,dodge,grand caravan sxt,good,6 cylinders,hybrid,142300,clean,automatic,,fwd,,mini-van,,wi
7315331989,madison,13794,2013,kia,optima lx,excellent,4 cylinders,gas,37625,clean,automatic,5XXGM4A71DG248333,fwd,,,,wi
7315330030,madison,0,2014,chrysler,town & country,,6 cylinders,gas,76505,clean,automatic,2C4RC1BG7ER439398,fwd,,van,white,wi
7315326414,madison,11594,2013,gmc,terrain sle,excellent,4 cylinders,gas,93098,clean,automatic,2GKFLTEK6D6105348,4wd,,,,wi
7315324629,madison,18990,2018,ford,ecosport se sport utility,good,,gas,16976,clean,other,MAJ3P1TEXJC215655,fwd,,hatchback,blue,wi
7315326014,madison,18994,2002,lexus,lx470,excellent,8 cylinders,gas,112362,clean,automatic,JTJHT00W123516445,4wd,,,,wi
7315324468,madison,33590,2014,toyota,tundra crewmax sr5 pickup,good,,other,55251,clean,other,5TFEY5F15EX169621,,,pickup,red,wi
7315324571,madison,26990,2019,volkswagen,jetta gli 35th,good,,gas,13663,clean,other,3VW5T7BU7KM267641,fwd,,sedan,,wi
7315324559,madison,35590,2017,volkswagen,golf r hatchback,good,,gas,14048,clean,other,WVWWF7AU5HW188462,,,sedan,,wi
7315324501,madison,16990,2015,mazda,mazda3 s grand touring,good,,gas,50811,clean,other,JM1BM1W3XF1220074,fwd,,sedan,red,wi
7315325228,madison,24994,2014,chevrolet,silverado 1500 ltz,excellent,8 cylinders,gas,130986,clean,automatic,1GCVKSEC8EZ120839,4wd,,,,wi
7315321830,madison,15450,2015,dodge,journey sxt awd,,6 cylinders,gas,64097,clean,automatic,3C4PDDBGXFT693563,4wd,,wagon,grey,wi
7315319268,madison,24990,2013,bmw,1 series 135i convertible 2d,good,,gas,27287,clean,other,WBAUN7C52DVM28189,rwd,,other,black,wi
7315311529,madison,18500,1976,pontiac,trans am,excellent,8 cylinders,gas,10000,clean,manual,,rwd,mid-size,coupe,black,wi
7315304902,madison,10500,2007,chevrolet,silverado 1500 ltz,good,8 cylinders,gas,149071,clean,automatic,,4wd,,truck,silver,wi
7315292515,madison,18895,2015,chevrolet,silverado,,8 cylinders,gas,59319,salvage,automatic,,4wd,full-size,pickup,white,wi
7315285979,madison,21900,2009,chevrolet,express cargo van,good,8 cylinders,gas,100851,clean,other,1GBFG154891128389,rwd,full-size,van,black,wi
7315285809,madison,23900,2005,chevrolet,corvette,good,8 cylinders,gas,43242,clean,manual,1G1YY34U655134623,rwd,mid-size,convertible,black,wi
7315285686,madison,13900,1994,chevrolet,c/k 1500,good,8 cylinders,gas,144848,clean,automatic,1GCDC14KXRZ123310,rwd,full-size,truck,red,wi
7315285575,madison,20900,2003,chevrolet,corvette,good,8 cylinders,gas,49446,clean,manual,1G1YY32G635129822,fwd,mid-size,convertible,black,wi
7315279621,madison,13495,2018,nissan,sentra,excellent,4 cylinders,gas,21404,rebuilt,automatic,,fwd,compact,sedan,grey,wi
7315277295,madison,6994,1993,ford,ranger xlt,excellent,4 cylinders,gas,95046,clean,manual,1FTCR10A4PPB21407,rwd,,,,wi
7315277288,madison,27500,1960,cadillac,de ville,,,gas,1,clean,automatic,,,,,,wi
7315274564,madison,13000,1989,ram,,good,8 cylinders,gas,100000,clean,automatic,,rwd,full-size,truck,black,wi
7315273272,madison,17000,1983,jeep,,,6 cylinders,gas,120500,clean,manual,,,,,,wi
7315260926,madison,3994,2003,toyota,corolla,good,4 cylinders,gas,161455,clean,automatic,1NXBR32E53Z124377,fwd,,,,wi
7315247542,madison,17500,2015,jeep,cherokee trailhawk,excellent,6 cylinders,gas,109500,clean,automatic,,4wd,compact,SUV,green,wi
7315247258,madison,39900,2020,kia,telluride,like new,6 cylinders,gas,22949,clean,automatic,,4wd,,,,wi
7315225694,madison,5500,2005,gmc,yukon xl,,,gas,234000,clean,automatic,,,,,,wi
7315224572,madison,2995,2002,pontiac,grand prix,,,gas,180000,clean,automatic,,,,,,wi
7315224360,madison,3500,2001,toyota,prius,,,gas,141000,clean,automatic,,,,,,wi
7315223979,madison,4999,1998,,oldsmobile 88,,,gas,66000,clean,automatic,,,,,,wi
7315222684,madison,16995,2007,chevrolet,silverado 1500 ltz ltz 4dr crew cab,,8 cylinders,gas,90110,clean,automatic,2GCEK13Y271548961,4wd,,pickup,red,wi
7315222677,madison,0,2003,toyota,4runner limited,,8 cylinders,gas,100922,clean,automatic,JTEBT17R738002453,4wd,,SUV,blue,wi
7315222648,madison,18995,2012,rover,sport hse lux,,8 cylinders,gas,101363,clean,automatic,SALSK2D45CA745961,4wd,,SUV,black,wi
7315222632,madison,21995,2013,chevrolet,avalanche lt black diamond,,8 cylinders,other,111269,clean,automatic,3GNTKFE74DG205684,4wd,,pickup,black,wi
7315222617,madison,10995,2012,toyota,highlander,,6 cylinders,gas,204387,clean,automatic,5TDBK3EH9CS111571,4wd,,SUV,black,wi
7315222598,madison,10995,2011,lexus,es 350,,6 cylinders,gas,152613,clean,automatic,JTHBK1EG0B2465544,fwd,,sedan,red,wi
7315219003,madison,7999,2011,chevrolet,equinox ltz,like new,4 cylinders,gas,1,clean,automatic,,fwd,mid-size,SUV,brown,wi
7315215959,madison,1,2004,jeep,wrangler,,,gas,100,clean,manual,,,,,,wi
7315206236,madison,12900,2014,chevrolet,tahoe,excellent,,gas,11500,clean,automatic,,,,,,wi
7315205705,madison,5250,2009,dodge,journey sxt,excellent,,gas,138000,clean,automatic,,,,,,wi
7315173614,madison,38950,2017,rover,sport die,,,diesel,65703,clean,automatic,SALWR2FKXHA669072,,,,,wi
7315154434,madison,27950,2016,bmw,x5 xdrive35i awd suv,,,gas,61752,clean,automatic,5UXKR0C53G0U10452,,,,,wi
7315131561,madison,30327,2009,pontiac,solstice gxp coupe,excellent,,gas,24000,clean,manual,,,,,black,wi
7315130710,madison,9950,2007,bmw,x5 xdrive 4.8i awd sport-suv,,,gas,77845,clean,automatic,5UXFE83577LZ40840,,,,,wi
7315127722,madison,7950,2006,bmw,330xi xdrive awd sport sedan,,,gas,159399,clean,automatic,WBAVD33536KV63685,,,,,wi
7315124742,madison,6400,2010,ford,escape xlt,excellent,4 cylinders,gas,134000,clean,automatic,,fwd,mid-size,SUV,red,wi
7315124552,madison,7500,1981,gmc,sierra 1500,good,6 cylinders,gas,75700,clean,manual,,rwd,full-size,truck,brown,wi
7315115703,madison,8895,2007,honda,odyssey,good,6 cylinders,gas,155686,lien,automatic,,fwd,mid-size,mini-van,silver,wi
7315108078,madison,2750,1991,bmw,,good,,gas,200000,clean,manual,,,,,,wi
7315107178,madison,29950,2012,porsche,cayenne turbo awd,,,gas,107730,clean,automatic,WP1AC2A20CLA83034,,,,,wi
7315096608,madison,11900,2011,honda,pilot,good,6 cylinders,gas,128936,clean,automatic,5FNYF4H55BB022279,4wd,full-size,SUV,custom,wi
7315096559,madison,29900,2018,bmw,x2,good,4 cylinders,gas,32185,clean,automatic,WBXYJ5C33JEF75352,4wd,full-size,,white,wi
7315096563,madison,19900,2008,ford,super duty f-350 srw,good,8 cylinders,diesel,169724,clean,automatic,1FTWW31R98EB93898,4wd,full-size,truck,green,wi
7315096514,madison,11900,2013,volkswagen,beetle coupe,good,5 cylinders,gas,57113,clean,automatic,3VWFP7AT1DM692244,rwd,,hatchback,black,wi
7315085235,madison,13900,2008,ford,f350 xl,,,gas,59000,clean,automatic,,,,,,wi
7315075161,madison,2500,2003,subaru,baja,,,gas,198000,clean,automatic,,,,,,wi
7315074797,madison,5900,2006,toyota,sienna,good,6 cylinders,gas,127456,clean,automatic,5TDZA23C76S510812,fwd,full-size,van,custom,wi
7315074800,madison,4900,2007,toyota,sienna,good,6 cylinders,gas,211815,clean,automatic,5TDZK22C67S002315,fwd,full-size,van,white,wi
7315074788,madison,5900,2008,toyota,sienna,good,6 cylinders,gas,140545,clean,automatic,5TDZK23C68S099810,fwd,full-size,van,custom,wi
7315074796,madison,7900,2009,toyota,highlander,good,6 cylinders,gas,190524,clean,automatic,JTEDS41A592079835,fwd,full-size,SUV,custom,wi
7315074783,madison,5900,2012,subaru,forester,good,4 cylinders,gas,178612,clean,automatic,JF2SHBBC8CH459207,fwd,full-size,SUV,grey,wi
7315074768,madison,4900,2006,honda,civic,good,4 cylinders,gas,169661,clean,automatic,1HGFA16556L063300,fwd,,sedan,blue,wi
7315074772,madison,6900,2011,kia,sorento,good,4 cylinders,gas,165572,clean,automatic,5XYKTCA14BG034447,4wd,full-size,SUV,black,wi
7315074776,madison,6900,2012,honda,civic,good,4 cylinders,gas,153461,clean,automatic,2HGFG3B8XCH560085,fwd,mid-size,coupe,black,wi
7315074761,madison,4900,2007,toyota,camry,good,4 cylinders,gas,213960,clean,automatic,4T1BE46K47U531260,fwd,,sedan,green,wi
7315069114,madison,26950,2015,bmw,750xi xdrive m-sport edition,,,gas,90485,clean,automatic,WBAYB6C51FD965844,,,,,wi
7315067163,madison,27995,2016,jeep,wrangler sport s,,6 cylinders,gas,24208,clean,automatic,1C4AJWAG0GL234213,4wd,,SUV,grey,wi
7315067103,madison,26995,2015,jeep,grand cherokee limited,,6 cylinders,gas,40778,clean,automatic,1C4RJFBG9FC203350,4wd,,SUV,black,wi
7315067055,madison,22995,2015,jeep,grand cherokee limited,,6 cylinders,gas,78190,clean,automatic,1C4RJFBGXFC889074,4wd,,SUV,grey,wi
7315067025,madison,14995,2011,jeep,grand cherokee laredo x,,6 cylinders,gas,100369,clean,automatic,1J4RR4GG2BC526939,4wd,,SUV,silver,wi
7315066928,madison,24995,2016,jeep,cherokee trailhawk,,6 cylinders,gas,33374,clean,automatic,1C4PJMBS8GW342949,4wd,,SUV,black,wi
7315066863,madison,13995,2011,honda,cr-v ex-l,,4 cylinders,gas,92713,clean,automatic,5J6RE4H77BL041156,4wd,,SUV,grey,wi
7315066809,madison,16995,2014,honda,cr-v ex,,4 cylinders,gas,72002,clean,automatic,2HKRM4H59EH110333,4wd,,SUV,black,wi
7315066771,madison,24995,2018,honda,cr-v ex,,4 cylinders,gas,31498,clean,automatic,5J6RW2H57JL022346,4wd,,SUV,white,wi
7315066680,madison,18995,2017,gmc,terrain sle-1,,4 cylinders,gas,41369,clean,automatic,2GKFLSEK3H6223485,4wd,,SUV,grey,wi
7315066647,madison,20229,2018,gmc,terrain sle,,4 cylinders,gas,44649,clean,automatic,3GKALTEX9JL127910,4wd,,SUV,red,wi
7315066594,madison,32995,2018,gmc,canyon sle,,6 cylinders,gas,31381,clean,automatic,1GTG6CEN7J1271314,4wd,,pickup,black,wi
7315066369,madison,39998,2018,dodge,charger r/t scat pack 392,good,8 cylinders,gas,53566,clean,automatic,2C3CDXGJ6JH117012,rwd,,,red,wi
7315066325,madison,30995,2016,ford,f-150 xlt,,8 cylinders,other,60820,clean,automatic,1FTFW1EF5GFD02371,4wd,,pickup,red,wi
7315066285,madison,18995,2013,ford,explorer xlt,,6 cylinders,gas,81706,clean,automatic,1FM5K8D80DGA05674,4wd,,SUV,white,wi
7315066246,madison,17995,2016,ford,escape titanium,,4 cylinders,gas,67308,clean,automatic,1FMCU9J95GUA87704,4wd,,SUV,black,wi
7315066168,madison,18995,2017,dodge,grand caravan sxt,,6 cylinders,other,52768,clean,automatic,2C4RDGCG1HR755138,fwd,,van,grey,wi
7315066125,madison,19995,2015,dodge,charger sxt,,6 cylinders,gas,58459,clean,automatic,2C3CDXHG5FH762311,rwd,,sedan,black,wi
7315066089,madison,15995,2014,chrysler,town & country touring-l,,6 cylinders,other,67457,clean,automatic,2C4RC1CG8ER165336,fwd,,van,black,wi
7315066051,madison,30995,2015,chevrolet,silverado 1500 lt,,8 cylinders,gas,48848,clean,automatic,1GCVKREC4FZ208071,4wd,,pickup,blue,wi
7315066007,madison,17350,2016,chevrolet,malibu lt,,4 cylinders,gas,24421,clean,automatic,1G1ZE5ST6GF314202,fwd,,sedan,custom,wi
7315065970,madison,18995,2018,chevrolet,malibu lt,,4 cylinders,gas,9849,clean,automatic,1G1ZD5ST9JF275910,fwd,,sedan,silver,wi
7315065937,madison,22995,2018,chevrolet,equinox lt,,4 cylinders,gas,27292,clean,automatic,2GNAXTEX0J6167465,4wd,,SUV,white,wi
7315065894,madison,29995,2016,chevrolet,colorado z71,,6 cylinders,gas,64741,clean,automatic,1GCGTDE3XG1355472,4wd,,pickup,orange,wi
7315056989,madison,6985,2008,toyota,prius,,4 cylinders,hybrid,111202,clean,automatic,,fwd,,hatchback,,wi
7315051886,madison,4000,1968,volkswagen,beetle,good,4 cylinders,gas,100000,clean,manual,,rwd,compact,,red,wi
7315040060,madison,9995,2007,bmw,650i,,8 cylinders,gas,145254,clean,automatic,WBAEK135X7CN81266,rwd,,convertible,black,wi
7315029447,madison,31950,2016,mercedes-benz,e350 4matic awd sp,,,gas,63000,clean,automatic,WDDHH8JB0GB203906,,,,,wi
7315024721,madison,26950,2016,bmw,x5 xdrive50i m-sport 7-pass,,,gas,89296,clean,automatic,5UXKR6C51G0J81403,,,,,wi
7315010824,madison,7999,2013,volkswagen,tiguan,,,gas,129260,clean,automatic,,,,,,wi
7315008956,madison,10700,2012,subaru,impreza sport limited,good,4 cylinders,gas,108487,clean,automatic,JF1GPAS68CH217454,4wd,mid-size,hatchback,white,wi
7315008270,madison,4500,2004,cadillac,cts,,,gas,130721,clean,automatic,,,,,,wi
7315006593,madison,9250,2013,ford,escape,,,gas,87684,rebuilt,automatic,,,,,,wi
7314999879,madison,7500,2010,dodge,nitro sxt,,,gas,127612,clean,automatic,,,,,,wi
7314999515,madison,7999,2011,volvo,xc90,,,gas,155301,clean,automatic,,,,,,wi
7314998934,madison,4300,2010,kia,optima lx,,,gas,174737,clean,automatic,,,,,,wi
7314991231,madison,11950,2011,bmw,x5 xdrive35i awd luxury suv,,,gas,115905,clean,automatic,5UXZV4C55BL414950,,,,,wi
7314974733,madison,0,2017,gmc,savana,,,gas,50760,salvage,automatic,,,,,,wi
7314973069,madison,12900,2014,chevrolet,tahoe,excellent,,gas,11500,clean,automatic,,,,,,wi
7314972305,madison,7000,2000,ford,e350,,,gas,100000,clean,automatic,,,,,,wi
7314963091,madison,25994,2015,jeep,wrangler unlimited sahara,excellent,6 cylinders,gas,123615,clean,manual,1C4BJWEG2FL705954,4wd,,SUV,,wi
7314962868,madison,9600,2009,nissan,murano,like new,6 cylinders,gas,83560,clean,automatic,,4wd,mid-size,SUV,red,wi
7314953693,madison,47100,2015,bmw,alpina b6 gran coupe xdrive,like new,8 cylinders,gas,47600,clean,automatic,WBA6B4C51FD986186,4wd,full-size,sedan,black,wi
7314952985,madison,17995,2012,bmw,x6 xdrive35i,,6 cylinders,gas,122012,clean,automatic,5UXFG2C53CL780392,4wd,,SUV,black,wi
7314946324,madison,4500,2001,gmc,sierra 1500 slt z71,good,8 cylinders,gas,250,clean,automatic,,4wd,full-size,truck,,wi
7314943289,madison,11498,2009,toyota,rav4 limited awd,good,6 cylinders,gas,114259,clean,automatic,2T3BK31V69W006814,4wd,,,green,wi
7314942773,madison,17980,2009,chevrolet,silverado,excellent,6 cylinders,gas,82734,clean,automatic,,4wd,,,blue,wi
7314942340,madison,15000,2008,ford,e350 passenger van,excellent,8 cylinders,gas,84000,clean,automatic,1FBSS3IL08DB35324,rwd,full-size,truck,white,wi
7314940983,madison,15000,2008,ford,e350 passenger van,excellent,8 cylinders,gas,84000,clean,automatic,1FBSS3IL08DB35324,rwd,full-size,truck,white,wi
7314938307,madison,8950,2010,bmw,328xi xdrive coupe,,,gas,138677,clean,automatic,WBAWC3C55AP471092,,,,,wi
7314935378,madison,18988,2004,chevrolet,corvette coupe,excellent,8 cylinders,gas,57588,clean,automatic,1G1YY22G945123508,rwd,,,silver,wi
7314910028,madison,26590,2013,infiniti,g g37 convertible 2d,good,6 cylinders,gas,38468,clean,automatic,JN1CV6FEXDM771605,rwd,,other,black,wi
7314909956,madison,6995,2004,toyota,sienna xle,like new,6 cylinders,gas,143928,clean,automatic,,fwd,full-size,mini-van,,wi
7314909897,madison,3500,2004,volvo,c70,good,6 cylinders,gas,100000,clean,automatic,YV1NC63D04J061745,rwd,mid-size,convertible,silver,wi
7314909914,madison,31590,2020,mazda,mx-5 miata club,good,,gas,2195,clean,other,JM1NDAC74L0413665,rwd,,other,,wi
7314900859,madison,27995,2014,chevrolet,silverado 1500 ltz,like new,8 cylinders,gas,140542,clean,automatic,,4wd,full-size,pickup,white,wi
7314897602,madison,12495,2011,chevrolet,traverse lt,excellent,6 cylinders,gas,95962,clean,automatic,,4wd,,SUV,white,wi
